Wall time,Step,Value
1651521214.933516,0,12.16230297088623
1651521234.911691,20,11.498540878295898
1651521259.1082742,40,10.805859565734863
1651521380.2436368,60,10.196390151977539
1651521403.8279166,80,10.131298065185547
1651521448.0553977,100,9.002752304077148
1651521472.4375575,120,7.46323299407959
1651521496.0156,140,7.057385444641113
1651521528.3630638,160,6.680523872375488
1651521552.6276217,180,6.120323181152344
1651521592.9519444,200,6.229509353637695
1651521619.5396755,220,5.472202301025391
1651521642.7236373,240,5.373162269592285
1651521676.0955822,260,5.428194522857666
1651521700.1596737,280,5.345741271972656
1651521734.1026073,300,4.800079822540283
1651521758.264658,320,4.327678203582764
1651521784.2210867,340,3.9362306594848633
1651521818.916217,360,3.7103376388549805
1651521844.53606,380,4.064070224761963
1651521881.583127,400,3.75016450881958
1651521905.1595628,420,3.716952323913574
1651521930.7191837,440,3.5763816833496094
1651521965.3801858,460,3.475071668624878
1651521989.6104228,480,3.332448959350586
1651522026.7462635,500,2.947249412536621
1651522050.5465229,520,3.2968690395355225
1651522074.9050896,540,3.417181968688965
1651522111.4539244,560,2.9320249557495117
1651522137.1938343,580,2.909311532974243
1651522171.939699,600,2.6908211708068848
1651522198.0075696,620,2.9102087020874023
1651522223.2957487,640,2.8113090991973877
1651522256.760384,660,2.8639204502105713
1651522282.2608187,680,2.938903331756592
1651522318.556291,700,2.711550235748291
1651522344.4376776,720,2.8294105529785156
1651522368.7866752,740,2.5593388080596924
1651522404.5316067,760,2.7779061794281006
1651522432.0775864,780,2.8254356384277344
1651522469.3190584,800,2.509260892868042
1651522493.5188217,820,2.322108268737793
1651522519.4235172,840,2.479562282562256
1651522555.731091,860,2.378608226776123
1651522581.646868,880,2.6145834922790527
1651522621.8423462,900,2.4390625953674316
1651522645.2968678,920,2.622462749481201
1651522670.2395718,940,1.9111318588256836
1651522710.815641,960,2.31839656829834
1651522736.4118044,980,2.0464093685150146
1651522784.6521795,1000,2.122415065765381
1651522810.7299764,1020,1.9099798202514648
1651522837.8234024,1040,2.204411029815674
1651522874.2035565,1060,2.497282028198242
1651522900.9866414,1080,2.481192111968994
1651522939.5719981,1100,2.1161818504333496
1651522965.071703,1120,2.290977954864502
1651522990.9930532,1140,2.1932437419891357
1651523030.0052845,1160,2.3739614486694336
1651523055.8436277,1180,2.394447088241577
1651523091.7042856,1200,1.9991787672042847
1651523117.7963166,1220,2.5405430793762207
1651523143.1567197,1240,2.251262664794922
1651523180.0238369,1260,1.9317153692245483
1651523205.5198326,1280,2.074052095413208
1651523243.7973232,1300,1.981827974319458
1651523271.16305,1320,1.8459638357162476
1651523296.003742,1340,1.9928858280181885
1651523330.9478862,1360,2.0796351432800293
1651523358.1405163,1380,1.6991355419158936
1651523397.96973,1400,2.080211639404297
1651523423.7756042,1420,2.467066764831543
1651523449.3468997,1440,1.8048274517059326
1651523485.1810386,1460,2.034496307373047
1651523509.383239,1480,1.7473337650299072
1651523548.263231,1500,1.935863733291626
1651523573.5515916,1520,1.7884211540222168
1651523598.6964543,1540,1.5955308675765991
1651523635.123492,1560,2.0171263217926025
1651523660.8879175,1580,1.8490374088287354
1651523701.2259314,1600,2.1855268478393555
1651523726.4676685,1620,1.5329954624176025
1651523751.0286713,1640,1.7275395393371582
1651523785.8516254,1660,1.734289526939392
1651523811.003611,1680,1.6516156196594238
1651523850.0789497,1700,1.811948537826538
1651523875.3631618,1720,2.053126335144043
1651523900.0377803,1740,1.7416436672210693
1651523936.883125,1760,1.9860087633132935
1651523962.055195,1780,1.7890839576721191
1651524001.2834642,1800,1.5279102325439453
1651524026.4571912,1820,1.936944603919983
1651524051.175302,1840,1.7751739025115967
1651524087.3756247,1860,1.4050216674804688
1651524113.036271,1880,1.5065888166427612
1651524152.6754143,1900,1.4138402938842773
1651524177.9047117,1920,1.445709228515625
1651524202.1876829,1940,2.1047141551971436
1651524239.1235893,1960,1.872668743133545
1651524265.6199558,1980,1.5471832752227783
1651524302.8968663,2000,1.7459242343902588
1651524329.146372,2020,1.6916662454605103
1651524356.39797,2040,2.1472208499908447
1651524393.5397983,2060,1.9702218770980835
1651524419.2766907,2080,1.443626880645752
1651524459.2481287,2100,1.279775619506836
1651524485.7283998,2120,1.2749946117401123
1651524511.9381988,2140,1.913203239440918
1651524550.3618176,2160,1.6565011739730835
1651524575.8451543,2180,1.5999817848205566
1651524616.4159338,2200,1.5176959037780762
1651524643.1916578,2220,1.7161474227905273
1651524667.9316297,2240,1.6005977392196655
1651524709.1800287,2260,1.5757195949554443
1651524735.3678474,2280,1.8656501770019531
1651524778.8960102,2300,1.5269051790237427
1651524804.2357538,2320,1.495150089263916
1651524832.2231698,2340,1.5963711738586426
1651524869.5184853,2360,1.2831766605377197
1651524898.171297,2380,1.598930835723877
1651524936.236366,2400,1.7650933265686035
1651524963.3253033,2420,1.425806999206543
1651524987.6397169,2440,1.63362717628479
1651525028.5796776,2460,1.6481459140777588
1651525055.5490384,2480,1.527876615524292
