Wall time,Step,Value
1651499213.0979445,0,13.116026878356934
1651499233.5962768,20,11.703859329223633
1651499263.5199828,40,11.203390121459961
1651499397.4845514,60,10.838866233825684
1651499424.7319286,80,10.293668746948242
1651499511.729211,100,10.348512649536133
1651499540.3049085,120,9.2279691696167
1651499567.2319798,140,6.596961975097656
1651499599.6081107,160,6.616628646850586
1651499629.4199693,180,5.719789505004883
1651499667.7805417,200,5.123325824737549
1651499699.3098285,220,4.693114280700684
1651499729.184063,240,4.440693378448486
1651499762.561246,260,4.547110080718994
1651499791.1148756,280,4.220964431762695
1651499836.6177058,300,4.090712070465088
1651499864.3560433,320,3.9779908657073975
1651499893.1640234,340,3.5278005599975586
1651499929.134201,360,3.715646266937256
1651499956.21567,380,3.71528959274292
1651499993.9448082,400,3.329833507537842
1651500022.4253945,420,3.4333691596984863
1651500054.8760839,440,3.0523602962493896
1651500096.8043349,460,3.3248157501220703
1651500127.31204,480,3.0213160514831543
1651500166.2406044,500,2.862396717071533
1651500196.7350917,520,3.15631103515625
1651500226.6343548,540,2.755847692489624
1651500262.4721513,560,2.7949302196502686
1651500292.0546098,580,2.8106555938720703
1651500331.5120986,600,2.710259437561035
1651500360.6883516,620,2.4883341789245605
1651500389.108399,640,2.574019432067871
1651500427.3906724,660,2.5352466106414795
1651500458.2202265,680,2.457552909851074
1651500495.6313884,700,2.291391372680664
1651500526.4404812,720,2.3333797454833984
1651500554.9960208,740,2.200835943222046
1651500591.1438315,760,2.3637595176696777
1651500621.128229,780,2.204083204269409
1651500666.3026114,800,2.319749355316162
1651500693.4221148,820,2.433046340942383
1651500722.6449184,840,2.274779796600342
1651500759.1113522,860,2.3406314849853516
1651500787.9836555,880,1.9997444152832031
1651500824.8212478,900,2.0332112312316895
1651500852.866378,920,2.2716832160949707
1651500878.84279,940,2.3757243156433105
1651500915.0607095,960,1.8581817150115967
1651500942.8458307,980,2.2079544067382812
1651500981.9443617,1000,1.9488694667816162
1651501010.6997607,1020,2.2124695777893066
1651501038.2505634,1040,2.033459186553955
1651501074.3577044,1060,2.0165059566497803
1651501105.0272727,1080,1.953294277191162
1651501142.6498728,1100,2.251685619354248
1651501170.923727,1120,1.8966400623321533
1651501199.5125043,1140,2.16121768951416
1651501237.0679996,1160,1.714242696762085
1651501265.012032,1180,2.1065590381622314
1651501304.8570185,1200,1.8365994691848755
1651501336.5055592,1220,1.846656084060669
1651501366.0761101,1240,1.604098916053772
1651501401.383799,1260,1.8574886322021484
1651501431.3346858,1280,1.706838607788086
1651501472.6183975,1300,1.7548623085021973
1651501502.8640885,1320,1.6633950471878052
1651501531.5083015,1340,1.6824464797973633
1651501572.1121423,1360,1.6354248523712158
1651501603.5962224,1380,1.9936847686767578
1651501643.8791578,1400,1.5940306186676025
1651501673.1842222,1420,1.3807778358459473
1651501703.4629433,1440,1.5179250240325928
1651501743.2163491,1460,1.5586199760437012
1651501773.7880142,1480,1.381697654724121
1651501814.6154501,1500,1.2980796098709106
1651501846.3410144,1520,1.4644466638565063
1651501876.1961904,1540,1.3388590812683105
1651501914.360173,1560,1.481016993522644
1651501945.6680253,1580,1.3366612195968628
1651501986.9859536,1600,1.3214948177337646
1651502017.1409342,1620,1.3467942476272583
1651502046.94029,1640,1.4835879802703857
1651502084.1121879,1660,1.4355956315994263
1651502113.2053237,1680,1.210911750793457
1651502155.600828,1700,1.163190245628357
1651502186.1406746,1720,1.4300934076309204
1651502217.6107724,1740,1.396584153175354
1651502253.4358845,1760,1.2965937852859497
1651502287.2116222,1780,1.2480015754699707
1651502329.3564517,1800,1.2869576215744019
1651502359.1116533,1820,1.2389816045761108
1651502391.762926,1840,1.3271918296813965
1651502429.3974288,1860,1.3297899961471558
1651502458.4170742,1880,1.220552682876587
1651502492.4000828,1900,1.422182559967041
1651502520.8359785,1920,1.3588924407958984
1651502549.4605258,1940,1.307235836982727
1651502583.9882345,1960,1.2263883352279663
1651502614.3105593,1980,1.257552146911621
1651502654.1781764,2000,1.311463713645935
1651502680.9344952,2020,1.2616509199142456
1651502708.304001,2040,1.3161029815673828
1651502745.1373897,2060,1.3200398683547974
1651502772.9722533,2080,1.1897236108779907
1651502813.9176502,2100,1.2128148078918457
1651502842.421872,2120,1.2400137186050415
1651502870.6710222,2140,1.1667160987854004
1651502909.3001077,2160,1.1135622262954712
1651502940.2172065,2180,1.1719063520431519
1651502983.4103487,2200,1.1414074897766113
1651503017.674177,2220,1.23292875289917
1651503049.1739016,2240,1.3587177991867065
1651503084.3641698,2260,1.0535802841186523
1651503116.4095247,2280,1.1950969696044922
1651503151.7168052,2300,0.9948487281799316
1651503181.012149,2320,1.1474401950836182
1651503211.6161566,2340,1.1390472650527954
1651503246.736069,2360,1.2286051511764526
1651503275.5751495,2380,1.1945735216140747
1651503315.7309668,2400,1.0847957134246826
1651503348.3831778,2420,0.9002625346183777
1651503378.576864,2440,1.1300835609436035
1651503414.1681876,2460,1.027057409286499
1651503446.967777,2480,1.1394846439361572
