Wall time,Step,Value
1651835587.5914867,0,8.288925170898438
1651835605.810862,20,7.366758346557617
1651835631.3205237,40,7.802638053894043
1651835654.299999,60,5.540448188781738
1651835676.4964082,80,5.26450252532959
1651835699.781479,100,4.085097312927246
1651835721.765245,120,4.811493873596191
1651835745.211011,140,4.482756614685059
1651835770.406505,160,3.880056858062744
1651835793.2246995,180,3.877991199493408
1651835815.6389096,200,3.5285184383392334
1651835839.2549033,220,3.687391996383667
1651835861.6918066,240,3.7921106815338135
1651835885.4235706,260,3.982508659362793
1651835906.5025566,280,3.4290099143981934
1651835930.3674593,300,3.7101001739501953
1651835952.3081877,320,3.040196657180786
1651835975.3220458,340,2.9836626052856445
1651835998.0314732,360,3.027034282684326
1651836020.7421286,380,3.090663433074951
1651836043.0028954,400,2.664034843444824
1651836066.7683563,420,2.8312699794769287
1651836089.7619553,440,2.551485300064087
1651836110.942882,460,2.571732759475708
1651836133.5829747,480,2.4732232093811035
1651836157.3415828,500,2.4237301349639893
1651836205.5865986,520,2.22391939163208
1651836228.3589299,540,2.103937864303589
1651836250.5571897,560,1.8786602020263672
1651836272.3556406,580,2.1890411376953125
1651836294.7341712,600,1.7848856449127197
1651836316.614944,620,1.9958473443984985
1651836339.6801405,640,1.7427284717559814
1651836362.6338503,660,1.8228673934936523
1651836386.600559,680,1.9120756387710571
1651836408.7315817,700,1.8627220392227173
1651836431.897078,720,1.6543644666671753
1651836454.7699125,740,1.8826301097869873
1651836476.1070106,760,1.735642671585083
1651836499.8668811,780,1.8149951696395874
1651836522.2388184,800,1.795521855354309
1651836544.5189526,820,1.8063896894454956
1651836565.7784104,840,1.675419807434082
1651836588.22691,860,1.4987523555755615
1651836610.1588607,880,1.60764479637146
1651836633.1655664,900,1.7023019790649414
1651836656.7185316,920,1.7264524698257446
1651836677.440365,940,2.0855491161346436
1651836698.8828645,960,1.7156331539154053
1651836720.707762,980,1.4633783102035522
1651836743.507309,1000,1.3474656343460083
1651836766.7748373,1020,1.706811785697937
1651836812.3943393,1040,1.489076852798462
1651836835.686415,1060,1.3887507915496826
1651836857.9948542,1080,1.560173749923706
1651836881.0375347,1100,1.538550853729248
1651836902.30792,1120,1.4987618923187256
1651836924.9632745,1140,1.4455616474151611
1651836945.9668386,1160,1.5602600574493408
1651836967.5008824,1180,1.4172133207321167
1651836987.6735861,1200,1.423055648803711
1651837009.6209626,1220,1.3809250593185425
1651837030.3255177,1240,1.411371111869812
1651837051.0415416,1260,1.5099543333053589
1651837074.3274422,1280,1.3677036762237549
1651837095.8708897,1300,1.7023426294326782
1651837116.545755,1320,1.4401612281799316
1651837138.5899265,1340,1.4411067962646484
1651837159.7384474,1360,1.2373906373977661
1651837180.3295224,1380,1.368391513824463
1651837201.5033789,1400,1.4356389045715332
1651837222.4549031,1420,1.4181691408157349
1651837244.6056895,1440,1.5357437133789062
1651837265.662655,1460,1.2622939348220825
1651837288.5721374,1480,1.2566016912460327
1651837309.9150343,1500,1.2506940364837646
1651837332.8348217,1520,1.0927221775054932
1651837353.862806,1540,1.4606809616088867
1651837400.3624003,1560,1.4108624458312988
1651837420.950849,1580,1.2816035747528076
1651837443.1918771,1600,1.3035590648651123
1651837465.4637194,1620,1.1727231740951538
1651837487.194789,1640,1.243070125579834
1651837508.6908255,1660,1.478682279586792
1651837529.4971514,1680,1.2265852689743042
1651837550.955413,1700,1.3128193616867065
1651837571.9750743,1720,1.330251932144165
1651837592.662852,1740,1.3048286437988281
1651837614.7385392,1760,1.1892677545547485
1651837635.4696932,1780,1.2397769689559937
1651837656.2108045,1800,1.2948487997055054
1651837677.6063955,1820,1.2472039461135864
1651837702.2588546,1840,1.215152382850647
1651837724.2108638,1860,1.2996920347213745
1651837745.2481477,1880,1.2631973028182983
1651837767.2868726,1900,1.0423080921173096
1651837789.874707,1920,1.1122320890426636
1651837813.034938,1940,1.3199527263641357
1651837841.890397,1960,1.2638230323791504
1651837862.2527857,1980,1.1100345849990845
1651837885.8745284,2000,1.1026628017425537
1651837910.406873,2020,1.2270479202270508
1651837932.3380485,2040,1.2451167106628418
1651837951.7915971,2060,1.4634699821472168
1651837994.5453293,2080,1.0554484128952026
1651838016.4430792,2100,1.2912722826004028
1651838037.770909,2120,1.2634612321853638
1651838059.2238479,2140,1.2818527221679688
1651838080.9027922,2160,1.1127104759216309
1651838100.894843,2180,1.1124000549316406
1651838122.5369263,2200,1.0724917650222778
1651838143.8917441,2220,1.2186368703842163
1651838164.1948633,2240,1.1724737882614136
1651838185.6647482,2260,0.9877374172210693
1651838206.942856,2280,1.4191195964813232
1651838227.4589171,2300,1.007536768913269
1651838249.9985557,2320,1.0468882322311401
1651838271.2189343,2340,1.3593776226043701
1651838293.5869427,2360,1.1657072305679321
1651838314.7668147,2380,1.1541008949279785
1651838336.6554208,2400,1.1020601987838745
1651838357.3789647,2420,1.1394953727722168
1651838378.41891,2440,1.0839899778366089
1651838401.9108555,2460,1.3509927988052368
1651838423.9388244,2480,1.2076042890548706
